Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
VLSI,2015,OS,SDCT,0.04,0.09,64.9,152,75000000,150000000,105.8105525,160.0712642,A 75 MHz BW 68dB DR CT-?? Modulator with Single Amplifier Biquad Filter and a Broadband Low-Power Common-Gate Summing Technique,"A wide bandwidth, power efficient continuous-time ?? modulator (CT??M) is presented. The modulator introduces a 3rd order filter implemented with a lossless integrator and a multiple-feedback (MFB) single-amplifier biquad (SAB) with embedded loop stability compensation. An active summing block is implemented with a common-gate amplifier followed by a transimpedance amplifier (TIA) that achieves optimum bandwidth (BW) vs power consumption tradeoff, making it suitable for over GHz operation. Fabricated in 40 nm CMOS, and clocked at 3.2 GHz, the CT??M achieves a signal-to-noise and distortion ratio (SNDR) of 64.9 dB over 75 MHz BW while consuming 22.8 mW of power. The obtained Walden’s Figure of Merit (FoM) is 106 fJ/conv-step.","C. Briseno-Vidrios, A. Edward, A. Shafik, S. Palermo and J. Silva-Martinez",,,,,,,,,,,
VLSI,2015,OS,"SDCT, VCO",0.065,0.5,71.5,540,50000000,100000000,175.8110908,161.1657624,A 54mW 1.2GS/s 71.5dB SNDR 50MHz BW VCO-Based CT ?? ADC Using Dual Phase/Frequency Feedback in 65nm CMOS,,"K. Reddy, S. Dey, S. Rao, B. Young, P. Prabha and P. K. Hanumolu",,,,,,,,,,,
VLSI,2015,OS,SDCT,0.13,0.08,75.3,360,10000000,20000000,75.67215035,166.726675,A 7.2 mW 75.3 dB SNDR 10 MHz BW CT Delta-Sigma Modulator Using Gm-C-Based Noise-Shaped Quantizer and Digital Integrator,"A 3rd order continuous-time delta-sigma modulator using a Gm-C based noise-shaped integrating quantizer (NSIQ) with a digital back-end integrator is presented in this paper. By incorporating the back-end digital integrator, the conventional tradeoff between resolution and speed in time-based quantization is alleviated. Therefore by using only three clock edges and a low-power Gm-C, effective 4-bit quantization is achieved which also provides first order noise-shaping. The zero-crossing comparator is replaced by a preamplifier and three latches. The proposed modulator was fabricated in a 0.13?m CMOS process with an active area of 0.08mm2. It operates at 640 MHz and achieves a peak SNDR of 75.3 dB and a peak SFDR of 94.1 dB in a 10 MHz bandwidth while consuming 7.2 mW from a 1.2V power supply.","T. Kim, C. Han and N. Maghari",,,,,,,,,,,
VLSI,2015,OS,SDCT,0.016,0.23,67.7,158.974359,39000000,78000000,80.16753412,162.6764292,A 16nm FinFet 19/39MHz 78/72dB DR Noise-Injected Aggregated CTSDM ADC for Configurable LTE Advanced CCA/NCCA Application,"A 39MHz bandwidth (BW) CTSDM ADC realized by aggregating two 19MHz BW CTSDM ADCs with a noise-injected technique is presented. The in-band noise is improved by 4.77dB by this technique. The ADC samples at 832MS/s, achieves 72dB DR in 39MHz BW and 78dB DR in 19MHz BW. This aggregated ADC is implemented in 16-nm FinFet technology with 0.23 mm2 active area and 6.2 mW per ADC, and thereby achieves FoMDR of 167.1dB in 39MHz BW, and FoMDR of 173.4dB in 19MHz BW.","T.-K. Kao, P. Chen, J.-Y. Tsai and P.-C. Chiu",,,,,,,,,,,
VLSI,2015,OS,SDCT,0.04,0.0194,66.9,65.625,40000000,80000000,36.286472,165.7190069,A 10/20/30/40 MHz Feed-Forward FIR DAC Continuous-Time ?? ADC with Robust Blocker Performance for Radio Receivers,"The first (single-bit) feed-forward (FF) FIR DAC continuous-time (CT)-?? ADC is presented for cellular radio applications. It provides a robust loop delay compensation with no performance degradation in the presence of radio out-of-band blockers; a known drawback of FF CT-?? ADCs. At 20/30/40 MHz operation, the FOM is less than or equal to 36 fJ/conv. At 10 MHz operation, the FOM is 50 fJ/conv. The equivalent FOM for a 20-MHz-only design is 28 fJ/conv. It occupies 0.0194 mm2 in 40 nm CMOS.","S. Loeda, J. Harrison, F. Pourchet and A. Adams",,,,,,,,,,,
VLSI,2015,OS,SDCT,0.065,0.013,69.1,64,2000000,4000000,27.46910068,168.0279003,A 0.7 V 256 ?W ?? Modulator with Passive RC Integrators Achieving 76 dB DR in 2 MHz BW,"A continuous-time (CT) delta-sigma modulator (??M), with 27.5 fJ/conv.-step energy efficiency, employing passive RC integrators is proposed. A simple differential pair is incorporated in the loop-filter between each passive RC integrator and, the extra required gain in the loop is obtained in the comparator. Due to the many design issues, such as the trade-off between RC variations and loop stability, the modulator is optimized using genetic algorithms (GAs). The 65 nm CMOS ??M, occupying only 0.013 mm2, dissipates 256 ?W from a 0.7 V supply and achieves a peak SNDR of 69.1 dB with 2 MHz bandwidth (BW). The dynamic range (DR) reaches 76.2 dB, which corresponds to a FoMSchreier of 175.1 dB.","J. L. A. de Melo, J. Goes and N. Paulino",,,,,,,,,,,
VLSI,2015,OS,SDCT,0.028,0.066,80.5,316,5000000,10000000,36.50015824,172.4928292,"A 13-ENOB, 5 MHz BW, 3.16 mW Multi-Bit Continuous-Time ?? ADC in 28 nm CMOS with Excess-Loop-Delay Compensation Embedded in SAR Quantizer","A 13-ENOB, 5 MHz BW, 3.16 mW 3-bit continuous-time ?? ADC sampling at 432 MHz is presented. For power efficiency, this design utilizes a hybrid feedback feed-forward loop topology with SAR quantizer, feed-forward compensated amplifiers, and push-pull DACs. Further power efficiency is gained by performing excess-loop-delay compensation (ELDC) using the SAR quantizer SC-DAC, which reduces power overhead from ELDC to a negligible level. A 94 dB SFDR is achieved through feedback-DAC calibration. The 0.066 mm2 design is fabricated in 28 nm CMOS and achieves FoMs of 36.4 fJ/step and 175.9 dB.","G. Wei, P. Shettigar, F. Su, X. Yu and T. Kwan",,,,,,,,,,,
VLSI,2015,OS,SDCT,0.065,0.6,85,2520.833333,24000,48000,173.4320572,167.9742587,A Low-Power Gm-C-Based CT-?? Audio-Band ADC in 1.1V 65nm CMOS,"A low power CT-?? is presented which achieves 92dBA of dynamic range while consuming only 110?A from a 1.1V supply in 65nm. The ADC exploits the inherent virtual ground of the ?? loop to enable low power Gm-C integrators, and a simplified excess loop-delay compensation scheme. A common-mode feedback circuit which enables low voltage operation is also presented.","I. Ahmed, J. Cherry, A. Hasan, A. Nafee, D. Halupka, Y. Allasasmeh and M. Snelgrove",,,,,,,,,,,
VLSI,2016,OS,SAR,0.028,0.116,97.99,9275,2000,4000,142.9994727,175.3065609,"A 97.99 dB SNDR, 2 kHz BW, 37.1 ?W Noise-Shaping SAR ADC with Dynamic Element Matching and Modulation Dither Effect","A 97.99 dB SNDR, 2 kHz bandwidth noise-shaping SAR ADC was fabricated in 28 nm CMOS process. By integrating residue of 12 bit SAR AD conversion with 3rd order integrator, ? modulation is achieved and noise floor of AD conversion is shaped. Distortion due to mismatch of capacitive DAC is eliminated by introducing dynamic element matching (DEM) technique and by utilizing modulation dither effect. The ADC consumes 37.1 ?W with 100 kHz sampling speed and achieves Schreier’s figure of merit (FoMs) of 175.3 dB.","K. Obata, K. Matsukawa, T. Miki, Y. Tsukamoto and K. Sushihara",,,,,,,,,,,
VLSI,2016,OS,Incremental,0.18,0.5,96.8,17300,1000,2000,305.8951212,171.409239,A 35?W 96.8dB SNDR 1 kHz BW Multi-Step Incremental ADC Using Multi-Slope Extended Counting with a Single Integrator,"A multi-step incremental ADC (IADC) with multi-slope extended counting is presented. In the proposed IADC, the accuracy is enhanced by reconfiguring it as a multi-slope ADC in two additional steps. For the same accuracy, the conversion cycle is shortened by a factor of about 29 as compared to the single-step IADC. Fabricated in 0.18-?m CMOS process, the prototype ADC operates at 642 kHz and achieves a peak SNDR = 96.8 dB and DR = 99.7 dB over a 1 kHz bandwidth. The power consumption is 35 ?W, which results in an excellent Schreier FoM of 174.6 dB.","Y. Zhang, C.-H. Chen, T. He and G. C. Temes",,,,,,,,,,,
VLSI,2016,OS,"SAR, VCO",0.04,0.03,74.3,87.5,1000000,4000000,20.63700219,171.8696195,A 18.5?fJ/step VCO?Based 0?1 MASH DS ADC with Digital Background Calibration,A scaling-friendly and energy-efficient 0-1 MASH ?? ADC is proposed in this work. An 8b SAR is used as the 1st stage for coarse quantization. A ring VCO is used as the 2nd stagefor fine quantization. The proposed ADC uses digital background calibration to track VCO gain variation across PVT. A 40nm CMOS prototype achieves a Walden FoM of 18.5 fJ/conv-step while operating from 1.1V supply.,"A. Sanyal, N. Sun",,,,,,,,,,,
VLSI,2016,OS,SDCT,0.065,0.07,67.6,110.8333333,19900000,120000000,56.53824664,164.1429961,"A 13.3mW 60MHz Bandwidth, 76dB DR 6GS/s CTDS M with Time Interleaved FIR Feedback","We present a wideband single-bit CT?M that uses a 2x time-interleaved quantizer and FIR DAC. Time interleaving reduces power dissipation and regeneration errors of the FIR DAC when compared to a full rate implementation. Fabricated in a low leakage 65nm CMOS, the prototype modulator operates at 6 GS/s and achieves 67.6/76 dB SNDR/DR in a 60 MHz bandwidth while consuming 13.3 mW. The FoM is 56.5 fJ/conv-step.","A.Jain, S.Pavan",,,,,,,,,,,
VLSI,2016,NQ,"SAR, TI",0.016,,31.5,10,14000000000,28000000000,325.725542,138.4897,A 56Gb/s PAM4 Wireline Transceiver using a 32-way Time-Interleaved SAR ADC in 16nm FinFET,"A 56Gb/s PAM4 wireline transceiver testchip is implemented in 16nm FinFET. The CML transmitter incorporates an auxiliary current injection at the output nodes to maintain PAM4 amplitude linearity. The receiver consists of continuous-time linear equalizers with constant DC-gain and a 28GSa/s 32-way time-interleaved SAR ADC. The transceiver achieves 1e-8 BER over a backplane channel with 25dB loss at 14GHz while consuming 550mW power, excluding DSP.","Yohan Frans, Mohamed Elzeftawi, Hiva Hedayati, Jay Im, Vassili Kireev, Toan Pham, Jaewook Shin, Parag Upadhyaya, Lei Zhou, Santiago Asuncion, Chris Borrelli, Geoff Zhang, Hongtao Zhang, Ken Chang",,,,,,,,,,,
VLSI,2016,NQ,SAR,0.13,,75,1300,500,1000,282.8644841,160.8502665,Multi-modal Smart Bio-sensing SoC Platform with >80dB SNR 35?A PPG RX Chain,"A multi-modal analog front end (AFE) and ultra-low energy bio-sensing CMOS SoC is presented. System/ circuit techniques enable signal path duty cycles as low as sub-1% and result in a 35?A Photo Plethysmography (PPG) RX Chain – 5X lower than published state of the art – while maintaining overall SNR > 80dBFS. The signal chain is adaptively synchronized by an ultra-low power FSM and includes a 1.3?W 14b 1kSPS SAR A/D. Input signal-aware, real-time data path adaptation is achieved by leveraging on-the-fly algorithms running on an external microcontroller (?C) to further reduce system energy. A programmable, asynchronous capacitive reset amplifier (PARCA) with NEF of 4.8 and dx/dt analog feature extractor demonstrate energy efficient ECG capture. A battery-powered, Bluetooth low energy (BLE) based, wearable platform with simultaneous ECG and PPG acquisition using this AFE has been demonstrated.","Ajit Sharma, Seung Bae Lee, Arup Polley, Sriram Narayanan, Wen Li, Terry Sculley, Srinath Ramaswamy",,,,,,,,,,,
VLSI,2016,OS,SDSC,0.065,0.0594,69.1,1205,100000,200000,517.1916612,155.2798296,A 16-channel Noise-Shaping Machine Learning Analog-Digital Interface,"A 16-channel machine learning digitizing interface embeds Inner-Product calculation within a Delta-Sigma Modulator (IPDSM) array canceling quantization noise and noise shaping the multiplicand. The prototype, with 16 independent IPDSM channels occupies a core area of 0.95mm2 in 65 nm CMOS. Each channel performs up to 100M multiplications/s. The system is demonstrated with a standard machine learning scheme for image recognition. It achieves the same classification accuracy for the MNIST set of hand-written digits as with the same algorithm on floating point DSP.","Fred N. Buhler, Adam E. Mendrela, Yong Lim, Jeffrey A. Fredenburg and Michael P. Flynn",,,,,,,,,,,
VLSI,2016,NQ,"SAR, TI",0.065,0.9,65,23.5625,1000000000,1600000000,16.2146009,168.2674864,A 12-bit 1.6 GS/s Interleaved SAR ADC with Dual Reference Shifting and Interpolation Achieving 17.8 fJ/conv-step in 65nm CMOS,"A 12-bit SAR ADC architecture with dual reference shifting and interpolation technique has been proposed and implemented with 8-way time interleaving in 65nm CMOS. The proposed technique converts 4 bits per SAR conversion cycle with reduced overhead, which is a key to achieve both high speed and resolution while maintaining low power consumption. The measured peak SNDR is 72dB and remains above 65.3dB at 1-GHz input frequency at sample rate of 1.6 GS/s. It achieves a record power efficiency of 17.8fJ/conv-step among the recently published high-speed/resolution ADCs.","Jae-Won Nam, Mohsen Hassanpourghadi, Aoyang Zhang, and Mike Shuo-Wei Chen",,,,,,,,,,,
VLSI,2016,NQ,"Pipe, SAR, TI",0.028,0.0928,60.8,18.25,400000000,800000000,20.36895234,165.1770714,A 14.6mW 12b 800MS/s 4×Time-Interleaved Pipelined SAR ADC achieving 60.8dB SNDR with Nyquist input and sampling timing skew of 60fsrms without calibration,"A 12b time-interleaved pipelined SAR ADC is presented. The proposed sampling circuit makes timing skew immune to mismatch of control circuit for time interleaving and reduces the main mismatch source to only sampling switch to achieve very low sampling skew of 60fsrms without calibration. MDAC transfer curve of pipeline stage is folded and OP output is kept half without degrading its gain and bandwidth by the proposed MDAC. The proposed OP loading reset scheme also enhances the settling speed without sacrificing ADC conversion time. Operating at 800MS/s, this ADC consumes 14.6mW from 1V supply and achieves SNDR of 60.8dB with Nyquist input.",Yuan-Ching Lien,,,,,,,,,,,
VLSI,2016,NQ,SAR,0.04,0.315,74.12,58.5,10000,20000,14.08624767,173.4381414,"An Oscillator Collapse-Based Comparator with Application in a 74.1dB SNDR, 20KS/s 15b SAR ADC","This paper presents a new energy-efficient ring oscillator collapse-based comparator, which is demonstrated in a 15-bit SAR ADC. The comparator automatically adjusts comparison energy according to its input difference without any control, eliminating unnecessary energy spent on coarse comparisons. The employed SAR ADC supplements a 10-bit differential main CDAC with a 5-bit common-mode CDAC. This offers an additional 5 bits of resolution with common mode to differential gain tuning that improves linearity by reducing the effect of switch parasitic capacitance. A test chip fabricated in 40nm CMOS shows 74.12 dB SNDR and 173.4 dB FOMs. The comparator consumes 104 nW with the full ADC consuming 1.17 ?W.","Minseob Shim, Seokhyeon Jeong, Paul Myers, Suyoung Bang, Chulwoo Kim, Dennis Sylvester, David Blaauw and Wanyeong Jung",,,,,,,,,,,
VLSI,2016,NQ,SAR,0.09,0.035,58.7092,0.311666667,300000,600000,0.442533953,180.7619965,A 0.44fJ/conversion-step 11b 600KS/s SAR ADC with Semi-Resting DAC,"A 0.3V 600KS/s 11b SAR ADC with semi-resting (SR) DAC, cascade-input (CI) comparator, and double rail-to-rail input range is implemented in 90nm CMOS. The SR DAC consumes only 6-13.5% switching energy of the state-of-the art works. The CI comparator consumes only 49% of power and 66% of decision time with an x3 front-stage gain boost. The prototype achieves a SNDR of 58.7dB, an ENOB of 9.46b, a power of 187nW, and a resulting FoM of 0.44fJ/conv.-step.","Sung-En Hsieh, Chih-Cheng Hsieh",,,,,,,,,,,
VLSI,2016,NQ,Flash,0.028,,29.3918,9.212121212,5000000000,10312500000,382.5004616,136.7379036,A 125 mW 8.5-11.5 Gb/s Serial Link Transceiver with a Dual Path 6-bit ADC/5-tap DFE Receiver and a 4-tap FFE Transmitter in 28 nm CMOS,"This paper describes an 8.5-11.5 Gb/s transceiver with a dual path receiver and a voltage-mode transmitter. The RX can operate either in ADC mode for complex loss channels such as optical multimode fiber or in DFE mode for copper-based backplane links. The ADC path implements a 2X interleaved 6-bit rectifying flash ADC using a programmable gain amplifier (PGA) with controlled bandwidth and peaking, comparator pipelining, and super-source follower circuit techniques. The LRM optical sensitivity requirements are met with a > 6 dB margin while achieving an ENOB of 4.59 bits at a 5 GHz input frequency. The TX/RX DFE path achieves copper channel loss compensation of 38 dB with BER < 10-12 at 11.5 Gb/s consuming 46mW from a 0.9V supply. The TX/RX ADC path consumes 125 mW at 10.3125 Gb/s. The TX/RX occupies 0.56 mm2 in a 28nm standard CMOS process.","Bharath Raghavan, Aida Varzaghani, Lakshmi Rao, Henry Park, Xiaochen Yang, Zhi Huang, Yu Chen, Rama Kattamuri, Chunhui Wu, Bo Zhang, Jun Cao, Afshin Momtaz, and Namik Kocaman",,,,,,,,,,,
VLSI,2016,NQ,"SAR, TI",0.028,0.03,29,0.958333333,12000000000,24000000000,41.62755147,146.1745341,A 23mW 24GS/s 6b Time-Interleaved Hybrid Two-Step ADC in 28nm CMOS,"We present a power- and area-efficient 24GS/s, 6b, 16-way time-interleaved (TI) ADC array, featuring a voltage-time (v/t) hybrid two-step structure for high-speed and low-power operation, a crosstalk-free SAR DAC topology and a non-hierarchical sampling frontend obviating reference and input buffers, respectively, for power and area savings. Background timingskew calibration via dithering a reference ADC is also reported. Fabricated in 28nm CMOS, the prototype ADC array consumes 23mW at 24GS/s and measures an SNDR/SFDR of 35/54dB for a low-frequency input and 29/41dB for a Nyquist input, respectively. The core area of the ADC is 0.03mm2.","Benwei Xu, Yuan Zhou, and Yun Chiu",,,,,,,,,,,
VLSI,2016,NQ,"SAR, TI",0.016,0.023,50.3,5.125,700000000,1600000000,19.16249308,160.1927613,A 8.2-mW 10-b 1.6-GS/s 4× TI SAR ADC with Fast Reference Charge Neutralization and Background Timing-Skew Calibration in 16-nm CMOS,"This paper presents a 4-way 1.6-GS/s time-interleaved (TI) SAR ADC with fast reference charge neutralization (CN) and background timing-skew calibration. The SAR sub-ADC uses a flip-flop-less digital control unit to achieve 400MS/s operation. The prototype in 16-nm CMOS occupies an active area of 0.023 mm2. From a 0.95-V supply, the power consumption is 8.2 mW at 1.6 GS/s. The peak SNDR is 55 dB and HF FOM is 19 fJ/conversion-step.","Ying-Zu Lin, Chih-Hou Tsai, Shan-Chih Tsou, Chao-Hsin Lu",,,,,,,,,,,
VLSI,2016,NQ,"Pipe, TI",0.028,,58,460,2000000000,5000000000,708.7247614,148.3621217,A 14-bit 2.5GS/s and 5GS/s RF Sampling ADC with Background Calibration and Dither,"We describe a 14-bit 2.5GS/s non-interleaved pipelined ADC that relies on correlation-based background calibrations to correct the inter-stage gain, settling (dynamic), kick-back and memory errors. A new technique is employed to inject a large dither signal on the input to dither the non-linear kick-back on the ADC driver, and another large dither signal is injected to dither any residual non-linearity in the pipeline. In order to correct the effect of aging on the comparators, a new background calibration technique is employed to correct the comparator offsets. The ADC is fabricated as a dual in a 28nm CMOS process. An optional interleaved mode is provided, where the two ADCs on chip are time-interleaved to obtain a single 14-bit 5GS/s ADC. Background calibration of offset and gain mismatch and fixed calibration of timing mismatch between the two channels are implemented on chip.","Ahmed M.A. Ali, Huseyin Dinc, Paritosh Bhoraskar, Scott Puckett, Andy Morgan, Ning Zhu, Qicheng Yu, Chris Dillon, Bryce Gray, Jon Lanford, Matt McShea, Ushma Mehta, Scott Bardsley, Peter Derounian, Ryan Bunch, Ralph Moore and Gerry Taylor",,,,,,,,,,,
VLSI,2017,OS,SDCT,0.028,0.1,74.4,210,10000000,20000000,48.96179754,168.1675071,A 4.2mW 10MHz BW 74.4dB SNDR Fourth-Order CT DSM with Second-Order Digital Noise Coupling Utilizing an 8b SAR ADC,"A compact and low-power digital-domain noise coupling technique is proposed for higher-order CT DSM implementation, exploiting the architectural advantage of a SAR ADC and a simple digital filter. With an 8b SAR ADC and a second-order digital noise coupling filter, a prototype fourth-order DSM achieves 74.4dB SNDR for 10MHz BW with an OSR of 16 in a 28nm CMOS, showing an FoMS_DR of 174.5dB. ","I.-H. Jang, M.-J. Seo, M.-Y. Kim, J.-K. Lee, S.-Y. Baek, S.-W. Kwon, M. Choi, H.-J. Ko and S.-T. Ryu",,,,,,,,,,,
VLSI,2017,OS,"SDCT, VCO",0.04,0.028,68.6,43.66666667,6000000,12000000,19.85258204,169.1881996,A 0.028mm2 19.8fJ/step 2nd-Order VCO-Based CT ?? Modulator Using an Inherent Passive Integrator and Capacitive Feedback in 40nm CMOS ,"This paper presents an OTA-less 2nd-order VCO-based CT ?? modulator featuring a passive integrator that makes use of the VCO’s inherent parasitic effect. A low-power capacitive feedback technique is also presented for robust loop compensation. Fabricated in 40nm CMOS, the prototype occupies 0.028mm2 of active area and consumes 524?W when sampling at 330MHz. The ??M achieved peak Walden FoM of 19.8fJ/step with 68.6dB SNDR over 6MHz BW. ",S. Li and N. Sun,,,,,,,,,,,
VLSI,2017,OS,SDCT,0.04,0.45,64,746.7948718,100000000,312000000,576.6219968,152.2576868,A 5GS/s 156MHz BW 70dB DR Continuous-Time Sigma-Delta Modulator with TimeInterleaved Reference Data-Weighted Averaging ,"Conventional dynamic element matching limits the continuous time ?? ADC architecture at high speeds. This work introduces a Time-Interleaved Reference DataWeighted-Averaging (TI-RDWA) architecture that breaks the speed limitation of the traditional DEM decoder. Timeinterleaving eliminates the reference voltage settling bottleneck, enabling DWA operation at 5GHz, while still achieving the benefits of first order shaping of feedback DAC mismatch. The prototype 5GS/s ADC has 70dB and 84dB measured dynamic range and SFDR, respectively, in a 156MHz bandwidth. TI-RDWA improves SFDR by 17dB. The 40nm CMOS prototype consumes 233mW.","M. B. Dayanik, D. Weyer and M. P. Flynn",,,,,,,,,,,
VLSI,2017,OS,SDCT,0.065,0.27,88.5,1375,5000,40000,63.22233061,174.1066731,A 55?W 93.1dB-DR 20kHz-BW Single-Bit CT ?? Modulator with Negative R-Assisted Integrator Achieving 178.7dB FoM in 65nm CMOS ,"This paper presents a 3rd order single-bit CT ?? modulator with active-RC integrators using negative-R assistant at virtual ground, which mitigates opamp’s requirements including the thermal noise and linearity leading to a drastic power-saving. Fabricated in a 65nm CMOS process, the modulator occupies area of 0.27mm2. It achieves 100.5dB SFDR and 93.1dB DR in 20kHz BW, while consuming only 55?W from a 1.2V supply. This results in Schreier FoM of 178.7dB and Walden FoM of 63.1fJ/step.  Introduction ","M. Jang, S. Lee and Y. Chae",,,,,,,,,,,
VLSI,2017,NQ,"Pipe, SAR, TI",0.016,0.11375,64,11.88118812,150000000,303000000,9.173810208,170.2411013,A 16nm 69dB SNDR 300MSps ADC with Capacitive Reference Stabilization,"We present a 300 MSps 2 times interleaved pipelined SAR ADC in 16nm digital CMOS. It implements a new scheme to cancel reference voltage ripple due to DAC switching, greatly reducing requirements for decoupling capacitance and/or reference buffering, and achieves better than 76dB harmonic distortion. At 300 MSps, the peak ENOB is 11.2 bit with a power consumption of 3.6mW.","E. Martens, B. Hershberg and J. Craninckx",,,,,,,,,,,
VLSI,2017,NQ,Pipe,0.028,0.015,56.6,12,251000000,500000000,21.7224095,162.7978876,A 9.1 ENOB 21.7fJ/conversion-step 10b 500MS/s Single-Channel Pipelined SAR ADC with a Current-Mode Fine ADC in 28nm CMOS,"A single-channel 10b pipelined SAR ADC with a gm-cell residue amplifier and a current-mode fine SAR ADC achieves a 500MS/s conversion rate in a 28nm CMOS process under a 1.0V supply. With background offset and gain calibration, the prototype ADC achieves an SNDR of 56.6dB at Nyquist. With power consumption of 6mW, it obtains a FoM of 21.7fJ/conversion-step.","K.-J. Moon, H.-W. Kang, D.-S. Jo, M.-Y. Kim, S.-Y. Baek, M. Choi, H.-J. Ko and S.-T. Ryu",,,,,,,,,,,
VLSI,2017,NQ,Pipe,0.028,0.62,56.3,23.66666667,293000000,600000000,44.34711165,159.5483291,"A Single-Channel, 600Msps, 12bit, Ringamp-Based Pipelined ADC in 28nm CMOS","A pipelined ADC is presented that exploits the low but very constant (over output swing) open-loop gain characteristic of the ring amplifier (ringamp) to achieve high SFDR in low voltage nanoscale CMOS designs. A dynamic ringamp biasing scheme using CMOS resistors and an active ringamp-based common-mode feedback (CMFB) are also introduced. The
implemented prototype achieves 56.3dB SNDR and 69.2dB SFDR at 600Msps, consuming 14.2mW from a 0.9V supply, resulting in a Figure-of-Merit (FoM) of 44.3fJ/conv.-step.","J. Lagos, B. Hershberg, E. Martens, P. Wambacq and J. Craninckx",,,,,,,,,,,
VLSI,2017,NQ,"Pipe, SAR",0.04,0.068,73.2,23,5900000,100000000,6.15703857,176.5724217,A Calibration-Free 2.3 mW 73.2 dB SNDR 15b 100 MS/s Four-Stage Fully Differential Ring Amplifier Based SAR-Assisted Pipeline ADC,"A four-stage fully differential ring amplifier in 40 nm CMOS improves gain to over 90 dB without compromising speed. It is applied in a 15b, 100 MS/s calibration-free SAR-assisted pipeline ADC. In addition, a new auto-zero noise filtering method reduces noise without consuming additional power. The ADC achieves 73.2 dB SNDR (11.9b) and 90.4 dB SFDR with a 1.1 V supply. It consumes 2.3 mW resulting in a SNDR based Schreier FoM of 176.6 dB.",Y. Lim and M. P. Flynn,,,,,,,,,,,
VLSI,2017,OS,SAR,0.014,0.0043,69.1,48,20000000,50000000,20.60182551,169.2772877,A 2.4-mW 25-MHz BW 300-MS/s Passive Noise Shaping SAR ADC with Noise Quantizer Technique in 14-nm CMOS,"This paper presents a SAR ADC using passive noise shaping and noise quantizer techniques. A ping-pong residue switching enables noise shaping at high sampling rate. The prototype  n 14 nm achieves 69-dB SNDR at 25-MHz BW and 300 MS/s. The FOMS and FOMW are 169 dB and 20.5 fJ/conv.-step, respectively. With noise shaping only, the SNDR is 66.2 dB at 33-MHz BW and 400 MS/s.","Y.-Z. Lin, C.-H. Tsai, S.-C. Tsou, R.-X. Chu and C.-H. Lu",,,,,,,,,,,
VLSI,2017,OS,SAR,0.04,0.04,80,272.3809524,262000,525000,33.32628393,172.6379327,A 13b-ENOB 173dB-FoM 2nd -Order NS SAR ADC with Passive Integrators,"This paper presents a low-power 2nd-order noise-shaping (NS) SAR ADC. Instead of using power-hungry op-amps, it uses switches and capacitors to make passive integrators for noise shaping. The overall architecture is simple and the NS order can be easily reconfigured from 0 to 2. A prototype chip is fabricated in a 40nm CMOS process. With 2nd-order NS, the chip consumes 143uW power at 1.1V and 8.4MS/s. At an OSR of 16, SNDR is 80dB and the Schreier FoM is 173dB.","W. Guo, H. Zhuang and N. Sun",,,,,,,,,,,
VLSI,2017,NQ,SAR,0.04,0.014,69.1,2.55,100000,200000,1.09447198,182.0242982,A 510nW 12-bit 200kS/s SAR-Assisted SAR ADC Using a Re-Switching Technique,"This paper presents a 510nW 12-bit 200kS/s SAR-assisted SAR ADC in 40nm CMOS at 0.7V supply. A re-switching technique is proposed to suppress DNL spikes so that the size of DAC capacitor array can be minimized to reduce switching energy. A set of 2-way charge pump is used to decrease settling time constant and to increase sampling linearity. The prototype ADC achieves the DNL/INL performance of 0.5/0.79 LSB. Its SNDR and SFDR at Nyquist rate are 69.1dB and 81.72dB, respectively. It results in an FoMS of 182dB and an FoMW of 1.1fJ/c.-s.","Y.-S. Hu, K.-Y. Lin and H.-S. Chen",,,,,,,,,,,
VLSI,2017,NQ,SAR,0.04,0.074,84.8,1262.5,20000,80000,88.88277926,170.7773862,"A 107 dB SFDR, 80 kS/s Nyquist-Rate SAR ADC Using a Hybrid Capacitive and Incremental ?? DAC","This paper introduces an architecture and design for high resolution, high linearity Nyquist rate SAR ADCs requiring only a single simple calibration at startup. The proposed architecture benefits from an intrinsically linear 1.5 bit DAC to resolve the fine bits of the SAR ADC after a coarse conversion phase with a monotonically switched capacitive DAC. The    DAC is also used for a single shot calibration of the coarse CDAC which therefore does not require good matching and can be sized solely upon noise requirements. A prototype was fabricated in 40 nm CMOS, with power supplies of 1.1V and 2.5 V. It occupies an active area of only 0.074mm2. The prototype achieves a measured peak SFDR of 107 dB and a noise limited SNDR of 84.8 dB at 80 kS/s Nyquist rate operation. The core power consumption is 101?W at 80 kS/s. In oversampling mode, the ADC achieves an SNDR above 90 dB over a 5 kHz bandwidth.","A. AlMarashli, J. Anders, J. Becker and M. Ortmanns",,,,,,,,,,,
